id	seqname	start	end	strand	ec	taxonomy	product
gi|340343926|ref|NZ_AFPU01000001.1|_83	gi|340343926|ref|NZ_AFPU01000001.1|	88181	89089	-		Nitrosopumilus sp. MY1	Glycosyl transferase family 2
gi|340343926|ref|NZ_AFPU01000001.1|_84	gi|340343926|ref|NZ_AFPU01000001.1|	89174	90064	-		Nitrosopumilus sp. MY1	dTDP-4-dehydrorhamnose reductase
gi|340343926|ref|NZ_AFPU01000001.1|_85	gi|340343926|ref|NZ_AFPU01000001.1|	90089	90616	-		bacteria	dTDP-4-dehydrorhamnose 3,5-epimerase related enzymes
gi|340343926|ref|NZ_AFPU01000001.1|_86	gi|340343926|ref|NZ_AFPU01000001.1|	90613	91848	-		Cyanophyta	SAM-dependent methyltransferases
gi|340343926|ref|NZ_AFPU01000001.1|_87	gi|340343926|ref|NZ_AFPU01000001.1|	91852	92919	-		Gammaproteobacteria Garrity et al. 2005	Nucleoside-diphosphate-sugar epimerases
gi|340343926|ref|NZ_AFPU01000001.1|_88	gi|340343926|ref|NZ_AFPU01000001.1|	92916	93686	-		purple non-sulfur bacteria	Nucleoside-diphosphate-sugar pyrophosphorylase involved lipopolysaccharide biosynthesis/translation initiation factor 2B, gamma/epsilon subunits (eIF-2Bgamma/eIF-2Bepsilon)
gi|340343926|ref|NZ_AFPU01000001.1|_89	gi|340343926|ref|NZ_AFPU01000001.1|	93797	95653	+		Nitrosopumilus sp. MY1	Epimerase 2 domain containing protein
gi|340343926|ref|NZ_AFPU01000001.1|_90	gi|340343926|ref|NZ_AFPU01000001.1|	95724	97034	+		Nitrosopumilus sp. MY1	Putative Pentapeptide repeats (8 copies)
gi|340343926|ref|NZ_AFPU01000001.1|_91	gi|340343926|ref|NZ_AFPU01000001.1|	97082	97651	+		bacteria	putative ribosomal-protein-serine acetyltransferase
gi|340343926|ref|NZ_AFPU01000001.1|_92	gi|340343926|ref|NZ_AFPU01000001.1|	97731	98798	+		Nitrosopumilus sp. MY1	carbamoyl phosphate synthase-like protein
gi|340343926|ref|NZ_AFPU01000001.1|_93	gi|340343926|ref|NZ_AFPU01000001.1|	98795	99490	+		Nitrosopumilus sp. MY1	Hydrolase domain containing protein
gi|340343926|ref|NZ_AFPU01000001.1|_94	gi|340343926|ref|NZ_AFPU01000001.1|	99487	100371	+		Nitrosopumilus sp. MY1	Nucleoside-diphosphate-sugar epimerase
gi|340343926|ref|NZ_AFPU01000001.1|_95	gi|340343926|ref|NZ_AFPU01000001.1|	100410	101144	+		Candidatus Nitrosoarchaeum	Sialic acid synthase
gi|340343926|ref|NZ_AFPU01000001.1|_96	gi|340343926|ref|NZ_AFPU01000001.1|	101148	102230	-	2.6.1.50	"Nitrosopumilaceae" Konneke et al. 2005	glutamine--scyllo-inositol transaminase (EC:2.6.1.50)
gi|340343926|ref|NZ_AFPU01000001.1|_97	gi|340343926|ref|NZ_AFPU01000001.1|	102223	103002	-		Candidatus Nitrosoarchaeum	acylneuraminate cytidylyltransferase
gi|340343926|ref|NZ_AFPU01000001.1|_98	gi|340343926|ref|NZ_AFPU01000001.1|	103047	104048	-		"Nitrosopumilaceae" Konneke et al. 2005	polysaccharide biosynthesis protein CapD
gi|340343926|ref|NZ_AFPU01000001.1|_99	gi|340343926|ref|NZ_AFPU01000001.1|	104237	104386	+			hypothetical protein
gi|340343926|ref|NZ_AFPU01000001.1|_100	gi|340343926|ref|NZ_AFPU01000001.1|	104383	105222	+		biota	Xylose isomerase domain protein TIM barrel
gi|340343926|ref|NZ_AFPU01000001.1|_101	gi|340343926|ref|NZ_AFPU01000001.1|	105212	106006	+		biota	Predicted metal-dependent hydrolases TIM-barrel fold
gi|340343926|ref|NZ_AFPU01000001.1|_102	gi|340343926|ref|NZ_AFPU01000001.1|	106016	106840	+		clostridial firmicutes	xylose isomerase domain-containing protein
gi|340343926|ref|NZ_AFPU01000001.1|_103	gi|340343926|ref|NZ_AFPU01000001.1|	106837	107691	+		Nitrosopumilus sp. MY1	4-hydroxybenzoate polyprenyltransferase-like prenyltransferase
gi|340343926|ref|NZ_AFPU01000001.1|_104	gi|340343926|ref|NZ_AFPU01000001.1|	107741	109090	+		Candidatus Nitrososphaera gargensis Ga9.2	type I phosphodiesterase / nucleotide pyrophosphatase family protein
gi|340343926|ref|NZ_AFPU01000001.1|_105	gi|340343926|ref|NZ_AFPU01000001.1|	109168	110193	-	1.1.1.14	"Nitrosopumilaceae" Konneke et al. 2005	L-iditol 2-dehydrogenase
gi|340343926|ref|NZ_AFPU01000001.1|_106	gi|340343926|ref|NZ_AFPU01000001.1|	110341	111930	+		Flexibacteraceae	hypothetical protein
gi|340343926|ref|NZ_AFPU01000001.1|_107	gi|340343926|ref|NZ_AFPU01000001.1|	112235	112606	+		Nitrosopumilus sp. MY1	hypothetical protein
gi|340343926|ref|NZ_AFPU01000001.1|_108	gi|340343926|ref|NZ_AFPU01000001.1|	112616	113623	-	5.3.1.8	Candidatus Nitrosoarchaeum limnia str. BG20	glucose-6-phosphate isomerase
gi|340343926|ref|NZ_AFPU01000001.1|_109	gi|340343926|ref|NZ_AFPU01000001.1|	113819	114874	+		"Nitrosopumilaceae" Konneke et al. 2005	Predicted translation initiation factor 2B subunit, eIF-2B alpha/beta/delta family
gi|340343926|ref|NZ_AFPU01000001.1|_110	gi|340343926|ref|NZ_AFPU01000001.1|	114913	115551	+		"Nitrosopumilaceae" Konneke et al. 2005	Metal-sulfur cluster biosynthetic enzyme
gi|340343926|ref|NZ_AFPU01000001.1|_111	gi|340343926|ref|NZ_AFPU01000001.1|	115554	116237	-		"Nitrosopumilus" Konneke et al. 2005	short-chain dehydrogenase/reductase SDR
gi|340343926|ref|NZ_AFPU01000001.1|_112	gi|340343926|ref|NZ_AFPU01000001.1|	116347	117336	+		Nitrosopumilus sp. MY1	VCBS protein
gi|340343926|ref|NZ_AFPU01000001.1|_113	gi|340343926|ref|NZ_AFPU01000001.1|	117384	117623	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|340343926|ref|NZ_AFPU01000001.1|_114	gi|340343926|ref|NZ_AFPU01000001.1|	117743	118336	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|340343926|ref|NZ_AFPU01000001.1|_115	gi|340343926|ref|NZ_AFPU01000001.1|	118300	118743	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|340343926|ref|NZ_AFPU01000001.1|_116	gi|340343926|ref|NZ_AFPU01000001.1|	118897	120126	+		"Nitrosopumilaceae" Konneke et al. 2005	Aspartate/tyrosine/aromatic aminotransferase
gi|340343926|ref|NZ_AFPU01000001.1|_117	gi|340343926|ref|NZ_AFPU01000001.1|	120123	120521	-		"Nitrosopumilaceae" Konneke et al. 2005	pyridoxamine 5'-phosphate oxidase-related FMN-binding
gi|340343926|ref|NZ_AFPU01000001.1|_118	gi|340343926|ref|NZ_AFPU01000001.1|	120505	120738	-		Nitrosopumilaceae archaeon SFB1	hypothetical protein
gi|340343926|ref|NZ_AFPU01000001.1|_119	gi|340343926|ref|NZ_AFPU01000001.1|	120748	121419	-		"Nitrosopumilus" Konneke et al. 2005	NADP oxidoreductase coenzyme F420-dependent
gi|340343926|ref|NZ_AFPU01000001.1|_120	gi|340343926|ref|NZ_AFPU01000001.1|	121470	122093	+	5.4.2.1	Candidatus Nitrosopumilus sp. AR2	phosphoglycerate mutase
gi|340343926|ref|NZ_AFPU01000001.1|_121	gi|340343926|ref|NZ_AFPU01000001.1|	122150	122413	+		"Nitrosopumilaceae" Konneke et al. 2005	Heme/copper-type cytochrome/quinol oxidase, subunit
gi|340343926|ref|NZ_AFPU01000001.1|_122	gi|340343926|ref|NZ_AFPU01000001.1|	122416	122847	+	1.9.3.1	"Nitrosopumilaceae" Konneke et al. 2005	cytochrome c oxidase subunit II
gi|340343926|ref|NZ_AFPU01000001.1|_123	gi|340343926|ref|NZ_AFPU01000001.1|	122891	124420	+	1.9.3.1	"Nitrosopumilaceae" Konneke et al. 2005	cytochrome c oxidase subunit I
gi|340343926|ref|NZ_AFPU01000001.1|_124	gi|340343926|ref|NZ_AFPU01000001.1|	124433	125398	+		"Nitrosopumilaceae" Konneke et al. 2005	Blue (Type 1) copper domain protein
gi|340343926|ref|NZ_AFPU01000001.1|_125	gi|340343926|ref|NZ_AFPU01000001.1|	125451	125843	+		Candidatus Nitrosopumilus koreensis AR1	cytochrome c oxidase subunit XV assembly protein
gi|340343926|ref|NZ_AFPU01000001.1|_126	gi|340343926|ref|NZ_AFPU01000001.1|	125833	126330	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|340343926|ref|NZ_AFPU01000001.1|_127	gi|340343926|ref|NZ_AFPU01000001.1|	126451	127056	+		"Nitrosopumilaceae" Konneke et al. 2005	Cyclase/dehydrase
gi|340343926|ref|NZ_AFPU01000001.1|_128	gi|340343926|ref|NZ_AFPU01000001.1|	127338	127751	-		"Nitrosopumilaceae" Konneke et al. 2005	two component sigma54 specific Fis family transcriptional regulator
gi|340343926|ref|NZ_AFPU01000001.1|_129	gi|340343926|ref|NZ_AFPU01000001.1|	127915	129708	+		"Nitrosopumilaceae" Konneke et al. 2005	histidine kinase
gi|340343926|ref|NZ_AFPU01000001.1|_130	gi|340343926|ref|NZ_AFPU01000001.1|	129720	130274	-		"Nitrosopumilaceae" Konneke et al. 2005	methyltransferase type 11
gi|340343926|ref|NZ_AFPU01000001.1|_131	gi|340343926|ref|NZ_AFPU01000001.1|	130517	131431	-		"Nitrosopumilus" Konneke et al. 2005	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase
gi|340343926|ref|NZ_AFPU01000001.1|_132	gi|340343926|ref|NZ_AFPU01000001.1|	131563	131766	+		Candidatus Nitrosoarchaeum	Hypothetical protein
gi|340343926|ref|NZ_AFPU01000001.1|_133	gi|340343926|ref|NZ_AFPU01000001.1|	131916	133331	-		"Nitrosopumilaceae" Konneke et al. 2005	aspartate/glutamate/uridylate kinase
gi|340343926|ref|NZ_AFPU01000001.1|_134	gi|340343926|ref|NZ_AFPU01000001.1|	133374	134396	-	2.4.1.227	"Nitrosopumilaceae" Konneke et al. 2005	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
gi|340343926|ref|NZ_AFPU01000001.1|_135	gi|340343926|ref|NZ_AFPU01000001.1|	134724	135080	+		Nitrosopumilaceae archaeon SFB1	hypothetical protein
gi|340343926|ref|NZ_AFPU01000001.1|_136	gi|340343926|ref|NZ_AFPU01000001.1|	135077	135406	+		"Nitrosopumilaceae" Konneke et al. 2005	pyrimidine dimer DNA glycosylase
gi|340343926|ref|NZ_AFPU01000001.1|_137	gi|340343926|ref|NZ_AFPU01000001.1|	135454	135882	-		Candidatus Nitrosoarchaeum	AsnC family transcriptional regulator
gi|340343926|ref|NZ_AFPU01000001.1|_138	gi|340343926|ref|NZ_AFPU01000001.1|	135966	136952	+		Nitrosopumilaceae archaeon SFB1	cytochrome c biogenesis protein transmembrane region
gi|340343926|ref|NZ_AFPU01000001.1|_139	gi|340343926|ref|NZ_AFPU01000001.1|	136949	137086	+			hypothetical protein
gi|340343926|ref|NZ_AFPU01000001.1|_140	gi|340343926|ref|NZ_AFPU01000001.1|	137083	137304	+		"Nitrosopumilaceae" Konneke et al. 2005	glutaredoxin
gi|340343926|ref|NZ_AFPU01000001.1|_141	gi|340343926|ref|NZ_AFPU01000001.1|	137347	137598	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|340343926|ref|NZ_AFPU01000001.1|_142	gi|340343926|ref|NZ_AFPU01000001.1|	137649	138398	+		"Nitrosopumilaceae" Konneke et al. 2005	high-affinity nickel-transporter
gi|340343926|ref|NZ_AFPU01000001.1|_143	gi|340343926|ref|NZ_AFPU01000001.1|	138395	139276	-		"Nitrosopumilus" Konneke et al. 2005	putative radical SAM superfamily lipoprotein
gi|340343926|ref|NZ_AFPU01000001.1|_144	gi|340343926|ref|NZ_AFPU01000001.1|	139386	139688	+		"Nitrosopumilaceae" Konneke et al. 2005	Predicted transcriptional regulators
gi|340343926|ref|NZ_AFPU01000001.1|_145	gi|340343926|ref|NZ_AFPU01000001.1|	139714	139998	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|340343926|ref|NZ_AFPU01000001.1|_146	gi|340343926|ref|NZ_AFPU01000001.1|	140028	140480	+		Nitrosoarchaeum limnia	hypothetical protein
gi|340343926|ref|NZ_AFPU01000001.1|_147	gi|340343926|ref|NZ_AFPU01000001.1|	140470	140826	+	3.1.26.4	Candidatus Nitrosoarchaeum limnia str. BG20	ribonuclease HI
gi|340343926|ref|NZ_AFPU01000001.1|_148	gi|340343926|ref|NZ_AFPU01000001.1|	140889	142985	+	6.2.1.13	"Nitrosopumilaceae" Konneke et al. 2005	synthetase (ADP-forming), alpha beta subunit fusion OS Uncultured methanogenic archaeon RC-I GN acdAB PE 4 SV 1
gi|340343926|ref|NZ_AFPU01000001.1|_149	gi|340343926|ref|NZ_AFPU01000001.1|	143059	144585	+		"Nitrosopumilaceae" Konneke et al. 2005	Aromatic ring hydroxylase
gi|340343926|ref|NZ_AFPU01000001.1|_150	gi|340343926|ref|NZ_AFPU01000001.1|	144637	145311	-	3.4.21.89	"Nitrosopumilus" Konneke et al. 2005	signal peptidase I
gi|340343926|ref|NZ_AFPU01000001.1|_151	gi|340343926|ref|NZ_AFPU01000001.1|	145352	146104	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|340343926|ref|NZ_AFPU01000001.1|_152	gi|340343926|ref|NZ_AFPU01000001.1|	146232	146561	+		Nitrosopumilus maritimus SCM1	Thiol-disulfide isomerase thioredoxins
gi|340343926|ref|NZ_AFPU01000001.1|_153	gi|340343926|ref|NZ_AFPU01000001.1|	146627	147148	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|340343926|ref|NZ_AFPU01000001.1|_154	gi|340343926|ref|NZ_AFPU01000001.1|	147164	147523	-		"Nitrosopumilus maritimus" Konneke et al. 2006	hypothetical protein
gi|340343926|ref|NZ_AFPU01000001.1|_155	gi|340343926|ref|NZ_AFPU01000001.1|	147774	148127	+		Candidatus Nitrosoarchaeum	Hypothetical protein
gi|340343926|ref|NZ_AFPU01000001.1|_156	gi|340343926|ref|NZ_AFPU01000001.1|	148146	148889	-		Nitrosopumilus sp. MY1	Glucose dehydrogenase PQQ-dependent
gi|340343926|ref|NZ_AFPU01000001.1|_157	gi|340343926|ref|NZ_AFPU01000001.1|	149065	150456	+	3.5.2.2	"Nitrosopumilaceae" Konneke et al. 2005	dihydropyrimidinase
gi|340343926|ref|NZ_AFPU01000001.1|_158	gi|340343926|ref|NZ_AFPU01000001.1|	150929	151603	-	5.3.1.6	"Nitrosopumilus" Konneke et al. 2005	ribose 5-phosphate isomerase A
gi|340343926|ref|NZ_AFPU01000001.1|_159	gi|340343926|ref|NZ_AFPU01000001.1|	151604	152536	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|340343926|ref|NZ_AFPU01000001.1|_160	gi|340343926|ref|NZ_AFPU01000001.1|	152715	152951	-		Candidatus Nitrosopumilus sp. AR2	small nuclear ribonucleoprotein
gi|340343926|ref|NZ_AFPU01000001.1|_161	gi|340343926|ref|NZ_AFPU01000001.1|	152996	153730	-		"Nitrosopumilaceae" Konneke et al. 2005	creatininase
gi|340343926|ref|NZ_AFPU01000001.1|_162	gi|340343926|ref|NZ_AFPU01000001.1|	153736	154584	-		"Nitrosopumilaceae" Konneke et al. 2005	Formyltetrahydrofolate hydrolase
gi|340343926|ref|NZ_AFPU01000001.1|_163	gi|340343926|ref|NZ_AFPU01000001.1|	154774	156144	+	5.4.2.10	"Nitrosopumilaceae" Konneke et al. 2005	phosphomannomutase
gi|340343926|ref|NZ_AFPU01000001.1|_164	gi|340343926|ref|NZ_AFPU01000001.1|	156186	156572	+		"Nitrosopumilaceae" Konneke et al. 2005	Ribosomal protein HS6-type (S12/L30/L7a)
gi|340343926|ref|NZ_AFPU01000001.1|_165	gi|340343926|ref|NZ_AFPU01000001.1|	156569	156781	+		Aigarchaeota	small subunit ribosomal protein S28e
gi|340343926|ref|NZ_AFPU01000001.1|_166	gi|340343926|ref|NZ_AFPU01000001.1|	156791	156994	+		"Nitrosopumilaceae" Konneke et al. 2005	large subunit ribosomal protein L24e
gi|340343926|ref|NZ_AFPU01000001.1|_167	gi|340343926|ref|NZ_AFPU01000001.1|	156949	157398	+		"Nitrosopumilaceae" Konneke et al. 2005	Nucleoside diphosphate kinase
gi|340343926|ref|NZ_AFPU01000001.1|_168	gi|340343926|ref|NZ_AFPU01000001.1|	157425	159185	+		"Nitrosopumilaceae" Konneke et al. 2005	Translation initiation factor 2 (IF-2 GTPase)
gi|340343926|ref|NZ_AFPU01000001.1|_169	gi|340343926|ref|NZ_AFPU01000001.1|	159182	159583	-		"Nitrosopumilus" Konneke et al. 2005	thioredoxin 1
gi|340343926|ref|NZ_AFPU01000001.1|_170	gi|340343926|ref|NZ_AFPU01000001.1|	159629	159793	-			hypothetical protein
gi|340343926|ref|NZ_AFPU01000001.1|_171	gi|340343926|ref|NZ_AFPU01000001.1|	159799	161451	-		"Nitrosopumilaceae" Konneke et al. 2005	Ig family protein
gi|340343926|ref|NZ_AFPU01000001.1|_172	gi|340343926|ref|NZ_AFPU01000001.1|	161530	161946	-		"Nitrosopumilaceae" Konneke et al. 2005	UPF0211 protein
gi|340343926|ref|NZ_AFPU01000001.1|_173	gi|340343926|ref|NZ_AFPU01000001.1|	162357	163619	+	6.1.1.21	"Nitrosopumilaceae" Konneke et al. 2005	histidyl-tRNA synthetase
gi|340343926|ref|NZ_AFPU01000001.1|_174	gi|340343926|ref|NZ_AFPU01000001.1|	163600	164265	-		"Nitrosopumilaceae" Konneke et al. 2005	translation initiation factor eIF-6
gi|340343926|ref|NZ_AFPU01000001.1|_175	gi|340343926|ref|NZ_AFPU01000001.1|	164403	164957	+		"Nitrosopumilus" Konneke et al. 2005	4Fe-4S ferredoxin iron-sulfur binding domain-containing protein
gi|340343926|ref|NZ_AFPU01000001.1|_176	gi|340343926|ref|NZ_AFPU01000001.1|	165088	165630	+		marine archaeal group 1 strain BD31	4Fe-4S ferredoxin iron-sulfur binding domain-containing protein
gi|340343926|ref|NZ_AFPU01000001.1|_177	gi|340343926|ref|NZ_AFPU01000001.1|	165803	166777	-		"Nitrosopumilaceae" Konneke et al. 2005	ATPase involved DNA replication
gi|340343926|ref|NZ_AFPU01000001.1|_178	gi|340343926|ref|NZ_AFPU01000001.1|	166879	167409	+		Candidatus Nitrosopumilus salaria	Sld5 domain containing protein
gi|340343926|ref|NZ_AFPU01000001.1|_179	gi|340343926|ref|NZ_AFPU01000001.1|	167390	169477	+		"Nitrosopumilaceae" Konneke et al. 2005	replicative DNA helicase Mcm
gi|340343926|ref|NZ_AFPU01000001.1|_180	gi|340343926|ref|NZ_AFPU01000001.1|	169474	171600	+		Nitrosopumilus maritimus SCM1	helicase
gi|340343926|ref|NZ_AFPU01000001.1|_181	gi|340343926|ref|NZ_AFPU01000001.1|	171601	172593	+	2.7.8.15	"Nitrosopumilus maritimus" Konneke et al. 2006	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase
gi|340343926|ref|NZ_AFPU01000001.1|_182	gi|340343926|ref|NZ_AFPU01000001.1|	172623	172820	+		Nitrosopumilus sp. MY1	hypothetical protein
gi|340343926|ref|NZ_AFPU01000001.1|_183	gi|340343926|ref|NZ_AFPU01000001.1|	172817	173293	-		"Nitrosopumilaceae" Konneke et al. 2005	hexapaptide repeat-containing transferase
gi|340343926|ref|NZ_AFPU01000001.1|_184	gi|340343926|ref|NZ_AFPU01000001.1|	173299	173568	-		"Nitrosopumilaceae" Konneke et al. 2005	Trm112p domain containing protein
gi|340343926|ref|NZ_AFPU01000001.1|_185	gi|340343926|ref|NZ_AFPU01000001.1|	173565	174500	-		"Nitrosopumilaceae" Konneke et al. 2005	oxidoreductase domain-containing protein
gi|340343926|ref|NZ_AFPU01000001.1|_186	gi|340343926|ref|NZ_AFPU01000001.1|	174501	175418	-		"Nitrosopumilaceae" Konneke et al. 2005	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase
gi|340343926|ref|NZ_AFPU01000001.1|_187	gi|340343926|ref|NZ_AFPU01000001.1|	175897	176499	-		Nitrosopumilaceae archaeon SFB1	hypothetical protein
gi|340343926|ref|NZ_AFPU01000001.1|_188	gi|340343926|ref|NZ_AFPU01000001.1|	176668	177513	-	1.18.1.2	"Nitrosopumilaceae" Konneke et al. 2005	ferredoxin--NADP+ reductase
gi|340343926|ref|NZ_AFPU01000001.1|_189	gi|340343926|ref|NZ_AFPU01000001.1|	177692	178258	-		"Nitrosopumilaceae" Konneke et al. 2005	Putative PBS lyase HEAT-like repeat protein
gi|340343926|ref|NZ_AFPU01000001.1|_190	gi|340343926|ref|NZ_AFPU01000001.1|	178367	178651	+		Aigarchaeota	archaea-specific DNA-binding protein
gi|340343926|ref|NZ_AFPU01000001.1|_191	gi|340343926|ref|NZ_AFPU01000001.1|	178681	179547	-		"Nitrosopumilaceae" Konneke et al. 2005	PEP phosphonomutase related enzymes
gi|340343926|ref|NZ_AFPU01000001.1|_192	gi|340343926|ref|NZ_AFPU01000001.1|	179610	180119	-		"Nitrosopumilaceae" Konneke et al. 2005	PadR-like family transcriptional regulator
gi|340343926|ref|NZ_AFPU01000001.1|_193	gi|340343926|ref|NZ_AFPU01000001.1|	180215	181927	+		"Nitrosopumilus" Konneke et al. 2005	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit
gi|340343926|ref|NZ_AFPU01000001.1|_194	gi|340343926|ref|NZ_AFPU01000001.1|	181928	182362	+	1.3.99.1	"Nitrosopumilaceae" Konneke et al. 2005	succinate dehydrogenase cytochrome b-556 subunit
gi|340343926|ref|NZ_AFPU01000001.1|_195	gi|340343926|ref|NZ_AFPU01000001.1|	182364	182708	+		Aigarchaeota	hypothetical protein
gi|340343926|ref|NZ_AFPU01000001.1|_196	gi|340343926|ref|NZ_AFPU01000001.1|	182709	183458	+		"Nitrosopumilaceae" Konneke et al. 2005	Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit
gi|340343926|ref|NZ_AFPU01000001.1|_197	gi|340343926|ref|NZ_AFPU01000001.1|	183455	183778	-		"Nitrosopumilaceae" Konneke et al. 2005	Metal-sulfur cluster biosynthetic enzyme
gi|340343926|ref|NZ_AFPU01000001.1|_198	gi|340343926|ref|NZ_AFPU01000001.1|	183828	185288	+	4.3.2.1	Nitrosopumilaceae archaeon SFB1	lyase OS Nitrosopumilus maritimus (strain SCM1) GN argH PE 3 SV 1
gi|340343926|ref|NZ_AFPU01000001.1|_199	gi|340343926|ref|NZ_AFPU01000001.1|	185737	186486	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|340343926|ref|NZ_AFPU01000001.1|_200	gi|340343926|ref|NZ_AFPU01000001.1|	186498	187574	+	1.2.1.70	Candidatus Nitrosopumilus sp. AR2	reductase OS Cenarchaeum symbiosum (strain A) GN hemA PE 3 SV 1
gi|340343926|ref|NZ_AFPU01000001.1|_201	gi|340343926|ref|NZ_AFPU01000001.1|	187620	187781	-			hypothetical protein
gi|340343926|ref|NZ_AFPU01000001.1|_202	gi|340343926|ref|NZ_AFPU01000001.1|	187977	188816	+	1.18.1.2	"Nitrosopumilaceae" Konneke et al. 2005	ferredoxin--NADP+ reductase
gi|340343926|ref|NZ_AFPU01000001.1|_203	gi|340343926|ref|NZ_AFPU01000001.1|	188901	189701	-	3.1.3.25	"Nitrosopumilaceae" Konneke et al. 2005	myo-inositol-1(or 4)-monophosphatase
gi|340343926|ref|NZ_AFPU01000001.1|_204	gi|340343926|ref|NZ_AFPU01000001.1|	189787	190902	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|340343926|ref|NZ_AFPU01000001.1|_205	gi|340343926|ref|NZ_AFPU01000001.1|	190911	192068	+		"Nitrosopumilus" Konneke et al. 2005	replication factor C large subunit
gi|340343926|ref|NZ_AFPU01000001.1|_206	gi|340343926|ref|NZ_AFPU01000001.1|	192086	192382	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|340343926|ref|NZ_AFPU01000001.1|_207	gi|340343926|ref|NZ_AFPU01000001.1|	192501	194048	+		"Nitrosopumilaceae" Konneke et al. 2005	Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha beta)
gi|340343926|ref|NZ_AFPU01000001.1|_208	gi|340343926|ref|NZ_AFPU01000001.1|	194054	195541	+		"Nitrosopumilus" Konneke et al. 2005	Biotin carboxylase
gi|340343926|ref|NZ_AFPU01000001.1|_209	gi|340343926|ref|NZ_AFPU01000001.1|	195548	196060	+		"Nitrosopumilaceae" Konneke et al. 2005	biotin/lipoyl attachment domain-containing protein
gi|340343926|ref|NZ_AFPU01000001.1|_210	gi|340343926|ref|NZ_AFPU01000001.1|	196073	196537	-		Candidatus Nitrosopumilus koreensis AR1	Peroxiredoxin
gi|340343926|ref|NZ_AFPU01000001.1|_211	gi|340343926|ref|NZ_AFPU01000001.1|	196691	197023	+	1.6.5.3	Nitrosopumilus maritimus SCM1	NADH dehydrogenase I subunit A
gi|340343926|ref|NZ_AFPU01000001.1|_212	gi|340343926|ref|NZ_AFPU01000001.1|	197064	197588	+		"Nitrosopumilus maritimus" Konneke et al. 2006	NADH:ubiquinone oxidoreductase 20 kD subunit related Fe-S oxidoreductases
